inep_nome,desempenho_habilidades,ano
23011769-EEMTI MONSENHOR AGUIAR,0.30474994074076828,2024
23012676-EEM TANCREDO NUNES DE MENEZES,0.31480114598069409,2024
23012714-INSTITUTO EDUCACIONAL DE TIANGUA IET,0.5121639784946237,2024
23013125-EEMTI FLAVIO RIBEIRO LIMA,0.31446415053989746,2024
23013176-EEM GRIJALVA COSTA,0.29775956570311413,2024
23013680-EEEP GOVERNADOR WALDEMAR ALCANTARA,0.43689294576391352,2024
23014202-EEM DOUTOR JULIO DE CARVALHO,0.27662413264622238,2024
23014385-EEM DEPUTADO MANOEL RODRIGUES,0.28161384594841904,2024
23015594-EEMTI VILEBALDO AGUIAR,0.29689711267708374,2024
23015705-EEMTI ANTONIO CUSTODIO,0.31524265775260818,2024
23016230-EEMTI HUET ARRUDA,0.33097881844511229,2024
23016604-EEM OLIMPIO SAMPAIO DA SILVA,0.28238126241745948,2024
23016876-EEMTI FRANCISCO DE ALMEIDA MONTE,0.30944446581306162,2024
23017368-EEMTI MONSENHOR FURTADO,0.29545112969197684,2024
23018178-EEMTI DONA MARIETA CALS,0.3275841012966777,2024
23018445-EEMTI ELZA GOERSCH,0.28222285375200179,2024
23019344-EEMTI MONSENHOR LINHARES,0.3134109707496805,2024
23019565-EEMTI DIRETORA MARIA DILMA BASTOS FERREIRA,0.32074657327614015,2024
23020431-EEMTI GOVERNADOR ADAUTO BEZERRA,0.27807675448804475,2024
23021322-EEMTI WILEBALDO AGUIAR,0.28799617649382742,2024
23021772-EEM JOSEFA BRAGA BARROSO,0.26715670366283722,2024
23022060-EEMTI VICENTE ANTENOR FERREIRA GOMES,0.25440129048024468,2024
23022248-EEMTI JOSE CLAUDIO DE ARAUJO,0.30160753817656094,2024
23022655-EEMTI PLACIDO ADERALDO CASTELO,0.31410582908885115,2024
23023953-EEMTI NAZARE SEVERIANO,0.29076716783942108,2024
23024291-EEMTI CORONEL APOLIANO,0.26407212992432055,2024
23024631-EEM PROFESSOR ARRUDA,0.29360564790432303,2024
23024658-EEMTI PROFESSORA CARMOSINA FERREIRA GOMES,0.29450339558573851,2024
23024690-COLEGIO CORACAO DE JESUS,0.4034216589861751,2024
23025000-4 COLEGIO DA POLICIA MILITAR DO CEARA MINISTRO JARBAS PASSARINHO,0.42538720496687643,2024
23025034-EEM DOUTOR JOAO RIBEIRO RAMOS,0.29883255843882023,2024
23025140-EEMTI MONSENHOR JOSE GERARDO FERREIRA GOMES,0.31013368763646854,2024
23025190-EEMTI DOM JOSE TUPINAMBA DA FROTA,0.30312379207955581,2024
23025255-CENTRO DE EDUCACAO BASICA E PROFISSIONAL PROFESSOR LUCIANO FEIJAO,0.53840997906850807,2024
23025263-EEM PROFESSOR LUIS FELIPE,0.32148491725714906,2024
23025310-COLEGIO MARIA IMACULADA,0.43818884408602143,2024
23025530-SANTANA COLEGIO,0.50991358864123582,2024
23025603-UNIDADE DE NEGOCIOS SESI SOBRAL - ESCOLA SESI PROFESSORA SILVANA MACHADO DOS SANTOS,0.3966351624281732,2024
23025611-EEMTI SINHA SABOIA,0.31931224623043808,2024
23025646-COLEGIO FARIAS BRITO SOBRALENSE,0.54826469695321367,2024
23025832-EEMTI ISRAEL LEOCADIO DE VASCONCELOS,0.31071781697476919,2024
23025905-EEMTI AYRES DE SOUSA,0.36462982051903958,2024
23026359-EEMTI DEPUTADO CESARIO BARRETO LIMA,0.34000980713928486,2024
23026570-INSTITUTO KAIROS,0.51936173145850562,2024
23026596-EEMTI AUTON ARAGAO,0.27082281897071403,2024
23026693-EEMTI DELMIRO GOUVEIA,0.28394404896585257,2024
23027517-CENTRO EDUCACIONAL SAGRADO CORACAO DE JESUS,0.42519375785504815,2024
23027584-EEMTI DONA THEREZA ODETTE,0.25603141631367438,2024
23028068-EEMTI OTACILIO MOTA,0.27071885507889,2024
23029153-EEMTI FRANCISCO SOARES DE OLIVEIRA,0.28322359320533386,2024
23029854-EEMTI PRUDENCIO DE PINHO,0.28612181129939884,2024
23029943-EEMTI CORONEL ALFREDO SILVANO,0.27878332683513929,2024
23030046-EEEP FRANCISCA CASTRO DE MESQUITA,0.39714340449783375,2024
23030631-EEMTI WALDIR LEOPERCIO,0.31319019434465389,2024
23031530-EEMTI PRISCILA MACIEL DE FRANCA,0.30222734254992323,2024
23032103-EEMTI ARACY MAGALHAES MARTINS,0.28090058533606921,2024
23032731-EEM JULIA CATUNDA,0.25927920256461634,2024
23032863-EEEP MONSENHOR LUIS XIMENES FREIRE,0.380220368975458,2024
23033045-PAULO FREIRE COLEGIO,0.40478442928039704,2024
23034009-EEM RITA ESTELITA DOS SANTOS RODRIGUES,0.28021367965733268,2024
23034190-EEEP LUIZ GONZAGA FONSECA MOTA,0.39867537380978241,2024
23035684-EEM ANASTACIO ALVES BRAGA,0.27578068913273934,2024
23036010-EEM JOAQUIM MAGALHAES,0.34704098471642514,2024
23036273-EEMTI CORONEL MURILO SERPA,0.30144885419323919,2024
23036710-EEM NOSSA SENHORA DA ASSUNCAO,0.26882342603525827,2024
23038004-EEMTI HILDEBERTO BARROSO,0.29672159887798033,2024
23038861-EEM RAIMUNDO NONATO RIBEIRO,0.25964650160141067,2024
23039027-EEM FURTUNATO SEVERIANO DA COSTA,0.27372311827956985,2024
23040017-EEM PADRE RODOLFO FERREIRA DA CUNHA,0.2607551099486583,2024
23040181-EEM HERMINIO BARROSO,0.2977449749890142,2024
23040297-EEMTI PROFESSORA MARIA LUIZA SABOIA RIBEIRO,0.31012544802867381,2024
23040491-EEM ENGENHEIRO AGEU ROMERO,0.26796050776126673,2024
23040629-EEEP FLAVIO GOMES GRANJEIRO,0.44749728598014887,2024
23040769-CENTRO INTEGRADO DE ENSINO DE PARAIPABA LTDA,0.40002829654782118,2024
23041030-EEEP WALTER RAMOS DE ARAUJO,0.3864165947101223,2024
23041404-EEM WALDEMAR ALCANTARA,0.27712058592510064,2024
23041412-EEMTI ADELINO ALCANTARA FILHO,0.2607323232323232,2024
23041510-EEMTI EDITE ALCANTARA MOTA,0.2750525853461025,2024
23041536-EDUCANDARIO FRANCISCA FERREIRA MARTINS,0.45749999999999996,2024
23041790-EEEP ADRIANO NOBRE,0.509376018246986,2024
23041811-EEMTI ANTONIO CUSTODIO DE MESQUITA,0.27571241727965107,2024
23041854-EEM MONSENHOR CATAO PORFIRIO SAMPAIO,0.29079184839649325,2024
23041889-EEMTI PROFESSORA ESTEFANIA MATOS,0.35462320696721311,2024
23042877-EEM LUIZA BEZERRA DE FARIAS,0.28217331453129196,2024
23043130-EEMTI MARIA IRACEMA UCHOA SALES,0.26943683094633814,2024
23043660-EEM MONSENHOR ANTERO JOSE DE LIMA,0.23607363178935759,2024
23044039-EEMTI MATILDE RODRIGUES VASCONCELOS,0.29365783410138252,2024
23044560-EEMTI SAO SEBASTIAO,0.30536782604677709,2024
23044756-EEMTI EDITE ALCANTARA MOTA,0.25284391534391537,2024
23045230-EEM ETELVINA GOMES BEZERRA,0.28764549454325089,2024
23045493-EEMTI TABELIAO JOSE RIBEIRO GUIMARAES,0.31310099846390171,2024
23046449-EEMTI SABINO NUNES DA SILVA,0.28370903319511792,2024
23046490-EEM DEPUTADO FERNANDO MOTA,0.30601420636616106,2024
23047860-EEEP JOSE VIDAL ALVES,0.472574203480288,2024
23047895-COLEGIO ESTADUAL PAULO SARASATE,0.30289792502585672,2024
23047976-EEM FREI POLICARPO,0.29544751139593955,2024
23049375-EEMTI CASEMIRO BEZERRA DE ARAUJO,0.26298735119047617,2024
23050055-EEMTI ANTONIO SABINO GUERRA,0.26422690163281559,2024
23050764-EEMTI NAZARE GUERRA,0.27457671957671959,2024
23051671-EEMTI TOME GOMES DOS SANTOS,0.307522633172661,2024
23051850-EEMTI MARIA DO CARMO BEZERRA,0.28181977559607291,2024
23051930-ALMIR PINTO EEM,0.28317289022848968,2024
23052643-EEMTI JOAO ALVES MOREIRA,0.30528498340022792,2024
23052929-JOSE JOACY PEREIRA EEM,0.28215031208221586,2024
23053356-LICEU DE BATURITE DOMINGOS SAVIO,0.28186093687773794,2024
23054409-EEMTI DEPUTADO UBIRATAN DINIZ DE AGUIAR,0.28297801588896704,2024
23054530-EEMTI ZELIA DE MATOS BRITO,0.27818110292539877,2024
23054808-EEMTI FRANKLIN TAVORA,0.27772572738772927,2024
23055693-EEMTI PROFESSOR MILTON FACANHA ABREU,0.32443025198928632,2024
23055995-EEMTI MENEZES PIMENTEL,0.32369069668604522,2024
23056177-EEMTI MARIA AMELIA PERDIGAO SAMPAIO,0.22979853319308083,2024
23056592-ADOLFO FERREIRA DE SOUSA EEEP,0.39464099439737882,2024
23056606-EEMTI DR BRUNILO JACO,0.3285967224979322,2024
23056746-CENTRO EDUCACIONAL CENECISTA PERBOYRE E SILVA,0.45529386608015637,2024
23056860-CAMILO BRASILIENSE EEM,0.25127688172043011,2024
23057190-DANISIO DALTON DA ROCHA CORREIA EEM,0.29310213449568695,2024
23057793-EEMTI ALMIR PINTO,0.30296484429548942,2024
23058463-EEM ANA FACO,0.29099053609556236,2024
23059699-EEM PADRE ARIMATEIA DINIZ,0.27775358210345241,2024
23059753-COLEGIO CASCAVELENSE,0.48623621002653261,2024
23060174-EEMTI RONALDO CAMINHA BARBOSA,0.28050598558177137,2024
23060298-EEMTI CUSTODIO DA SILVA LEMOS,0.32723559096514571,2024
23060824-EEM JULIA ALENQUER FONTENELE,0.307395805562961,2024
23060948-EEMTI LIA SIDOU,0.32978994590982336,2024
23060980-CASTRO INSTITUTO DE EDUCACAO,0.45499999999999996,2024
23061499-EEMTI RAIMUNDO TOMAZ,0.30937788018433188,2024
23061545-EEM TELINA MATOS PIRES,0.27769781712761471,2024
23061553-COLEGIO MOREIRA XAVIER,0.45436827956989245,2024
23061693-EEMTI CORONEL OSVALDO STUDART,0.31250689274882826,2024
23062126-EEM BRANCA CARNEIRO DE MENDONCA,0.303361302269722,2024
23062312-EEM EDSON CORREA,0.28387913090860756,2024
23062347-EEM ELIEZER DE FREITAS GUIMARAES,0.32639713701467438,2024
23062495-ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO,0.44970446166630895,2024
23062541-COLEGIO PARQUE ESTUDANTIL GUADALAJARA,0.39489247311827957,2024
23062622-COLEGIO JANUSA CORREA,0.39417898972714788,2024
23062703-EEMTI JOSE ALEXANDRE,0.29335740879898026,2024
23062720-EEMTI JOSE MARIA PONTES DA ROCHA,0.31628864669661633,2024
23062738-EEMTI PRESIDENTE JOSE SARNEY,0.299057493022833,2024
23063041-EEEP PROFESSORA MARLY FERREIRA MARTINS,0.37909424242593343,2024
23063076-EEMTI ROTARY CLUB SAO MIGUEL,0.2826780913978495,2024
23063440-SAO RAIMUNDO COLEGIO,0.43246140060656185,2024
23063505-EEMTI ROMEU DE CASTRO MENEZES,0.36309333337281058,2024
23063599-EEMTI VICENTE ARRUDA,0.30735847900204105,2024
23064323-EEM ANA BEZERRA DE SA,0.322419500361457,2024
23064510-EEMTI MANUEL FERREIRA DA SILVA,0.30609109510912164,2024
23064552-MONTEIRO LOBATO EDUCANDARIO,0.46843734948573662,2024
23064676-EEMTI PROFESSORA ADALGISA BONFIM SOARES,0.3235208163244554,2024
23064684-EEM GOVERNADOR ADAUTO BEZERRA,0.38546651086617167,2024
23064722-COLEGIO ADM,0.32076816552622994,2024
23065214-EEFM ANISIO TEIXEIRA,0.29415436384720067,2024
23065249-EEMTI ANTONIO BEZERRA,0.36729041567751247,2024
23065273-EEMTI DOM ANTONIO DE ALMEIDA LUSTOSA,0.29981471556174449,2024
23065389-EEMTI ANTONIO SALES,0.33120458170861394,2024
23065486-EEMTI PROFESSORA MARIA ANTONIETA NUNES,0.30044198330942057,2024
23065494-EEMTI ANTONIETA SIQUEIRA,0.32637363718520251,2024
23065591-FARIAS BRITO COLEGIO CENTRAL,0.56832899451671415,2024
23065672-ATENEU DO CEARA COLEGIO,0.37547704288772421,2024
23065842-EEFM BARBARA DE ALENCAR,0.30554956586740267,2024
23065893-BATISTA SANTOS DUMONT COL,0.44489508243109094,2024
23066148-SALESIANO DOM BOSCO COLEGIO,0.45086405529953916,2024
23066199-SERAFICO NOSSA SENHORA DO BRASIL COLEGIO,0.43425979262672815,2024
23066431-NOSSA SENHORA DO CARMO COLEGIO,0.41971006144393247,2024
23066644-CASTRO ALVES COLEGIO,0.35459976105137392,2024
23066709-IFCE - CAMPUS FORTALEZA,0.51456844781208455,2024
23066717-INSTITUTO DE EDUCACAO DO CEARA,0.32165811339198436,2024
23066814-COLEGIO SANTA CECILIA,0.5696917220781581,2024
23066920-CEJA PROFESSOR GILMAR MAIA DE SOUSA,0.32875342584741912,2024
23067071-COLEGIO CHRISTUS BARAO DE STUDART,0.62136317983092182,2024
23067233-EEMTI CLAUDIO MARTINS,0.31021030163321034,2024
23067268-EEFM CLOVIS BEVILAQUA,0.30836438135814276,2024
23067446-EEFM CONSTANCIA TAVORA,0.31077079660210416,2024
23067845-COLEGIO DEOCLECIO FERRO,0.45957402812241516,2024
23067918-EEM PROFESSORA DIVA CABRAL,0.32928766631469208,2024
23068078-EEMTI MONSENHOR DOURADO,0.30641143861070286,2024
23068086-EEMTI DRAGAO DO MAR,0.34300944288010626,2024
23068140-ECA DE QUEIROS COLEGIO,0.40572057481244017,2024
23068183-EEMTI PROFESSOR EDMILSON GUIMARAES DE ALMEIDA,0.28375723738626968,2024
23068523-EEMTI PROFESSORA TELINA BARBOSA DA COSTA,0.34922168522161262,2024
23068566-EEFM DONA JULIA ALVES PESSOA,0.33049652015498004,2024
23068710-EEMTI DEPUTADO PAULINO ROCHA,0.32754109945401388,2024
23068809-EEMTI ESTADO DE ALAGOAS,0.33600637329805783,2024
23068825-EEMTI ESTADO DO MARANHAO,0.32948788722478239,2024
23068833-EEMTI ESTADO DO PARA,0.29464605734767019,2024
23068841-EEMTI ESTADO DO PARANA,0.34069403256067304,2024
23068884-EEEP JOAQUIM MOREIRA DE SOUSA,0.40675471653671735,2024
23068914-EEFM JOSE LEOPOLDINO DA SILVA FILHO,0.27008014964570631,2024
23068930-EEMTI MATIAS BECK,0.32433920980245057,2024
23068965-EEMTI PROFESSOR JOCIE CAMINHA DE MENEZES,0.31749522878555131,2024
23068973-EEFM PAROQUIA DA PAZ,0.333792334518141,2024
23069023-EEFM PROFESSOR ALOYSIO BARROS LEAL,0.30582690404539326,2024
23069031-EEMTI PROFESSORA BALBINA JUCA DE ALBUQUERQUE,0.32313588069636456,2024
23069040-EEEP PROFESSOR CESAR CAMPELO,0.41453624569689945,2024
23069074-EEEP PROFESSOR ONELIO PORTO,0.384062980030722,2024
23069082-EEMTI PROFESSOR PLACIDO ADERALDO CASTELO,0.32835863449127767,2024
23069120-EEMTI RENATO BRAGA,0.3815763353793914,2024
23069163-EEMTI SENADOR OSIRES PONTES,0.32649725946096914,2024
23069171-EEFM SANTA LUZIA,0.35160563572798187,2024
23069201-EEMTI SANTO AFONSO,0.31868267551239526,2024
23069244-EEMTI WALTER DE SA CAVALCANTE,0.33080625600786889,2024
23069260-EEMTI JOAO MATTOS,0.33730030404459321,2024
23069430-EEFM JOSE DE ALENCAR,0.34682606749703421,2024
23069457-EEM PROFESSORA MARIA GONCALVES,0.34408089030784883,2024
23069490-EEFM DEPUTADO JOACI PEREIRA,0.30883896569380437,2024
23069511-EEMTI ESTADO DO AMAZONAS,0.32643623744481426,2024
23069546-EEMTI JOHNSON,0.33982684466273921,2024
23069570-EEFM PADRE ROCHA,0.33966532802380878,2024
23069619-EEFM GOVERNADOR VIRGILIO TAVORA,0.29282397512354819,2024
23069627-EEMTI SENADOR FERNANDES TAVORA,0.314721188309898,2024
23069767-EEMTI GENERAL EUDORO CORREA,0.351238041841882,2024
23069791-ESCOLA SESI EUZEBIO MOTA DE ALENCAR,0.44183682890039144,2024
23069864-ARI DE SA CAVALCANTE COLEGIO - DUQUE DE CAXIAS,0.60950906968443919,2024
23069961-EEM DEPUTADO FRANCISCO DE ALMEIDA MONTE,0.32151292336703874,2024
23069988-EEMTI SAO FRANCISCO DE ASSIS - BOM JARDIM,0.31438723196272961,2024
23070064-FRANCISCO PEREIRA COLEGIO CONEGO,0.47026412561217312,2024
23070161-EEFM FELIX DE AZEVEDO,0.29508404646350311,2024
23070218-EEFM FERNANDO CAVALCANTE MOTA,0.29453567937438907,2024
23070242-EEFM FIGUEIREDO CORREIA,0.34256423990082729,2024
23070269-EEFM GOVERNADOR FLAVIO MARCILIO,0.33681532028306221,2024
23070340-ADVENTISTA PAULO CESAR AFONSO COLEGIO,0.45448766214895242,2024
23070382-EEFM POLIVALENTE MODELO DE FORTALEZA,0.32111310517544933,2024
23070552-EEFM DOUTOR GENTIL BARREIRA,0.34637829912023455,2024
23070722-NOSSA SENHORA DAS GRACAS COLEGIO,0.51106487291159175,2024
23070730-PONTES COLEGIO,0.40713180188986636,2024
23070820-EEMTI PADRE GUILHERME WAESSEN,0.30254717163142458,2024
23070897-EEMTI HELENITA MOTA,0.31868007996008546,2024
23070900-EEFM CENTRO EDUCACIONAL DOM HELIO CAMPOS,0.289497264667044,2024
23070978-EEFM HERACLITO DE CASTRO E SILVA,0.34332383009751533,2024
23071001-EEFM PROFESSOR HERMENEGILDO FIRMEZA,0.32190860215053763,2024
23071010-EEMTI HERMINIO BARROSO,0.29466439698294539,2024
23071036-COLEGIO ARI DE SA CAVALCANTE WASHINGTON SOARES,0.6229771861606197,2024
23071044-EEMTI DONA HILZA DIOGO DE OLIVEIRA,0.34068282495626623,2024
23071087-EEMTI PRESIDENTE HUMBERTO DE ALENCAR CASTELO BRANCO,0.34143162481986478,2024
23071095-EEMTI MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,0.33684502474825045,2024
23071133-IMACULADA CONCEICAO COLEGIO DA,0.44245580808080809,2024
23071141-COLEGIO SANTO INACIO,0.449998981753014,2024
23071346-INTEGRAL COLEGIO,0.46030092592592592,2024
23071354-EEMTI IRACEMA,0.32712583908897652,2024
23071370-EEMTI DEPUTADO IRAPUAN CAVALCANTE PINHEIRO,0.337375057737961,2024
23071400-SANTA ISABEL COLEGIO,0.48614224530708949,2024
23071460-EEFM PROFESSOR JADER MOREIRA DE CARVALHO,0.31029519741060935,2024
23071591-EEMTI JENNY GOMES,0.37475068283888247,2024
23071664-EEM JESUS MARIA JOSE,0.31636447389194539,2024
23071958-COLEGIO PADRE JOAO PIAMARTA,0.39131591052843429,2024
23071982-COLEGIO MARIA MONTFORT,0.38135560675883257,2024
23072008-EEFM JOAQUIM ALVES,0.30792443761568294,2024
23072024-EEEP JOAQUIM ANTONIO ALBANO,0.387135347330997,2024
23072067-EEEP JOAQUIM NOGUEIRA,0.390363871092628,2024
23072199-EEMTI PROFESSOR CORONEL JOSE AURELIO CAMARA,0.2989535330261136,2024
23072237-EEMTI JOSE BEZERRA DE MENEZES,0.31425256299743864,2024
23072318-EEEP JOSE DE BARCELOS,0.39415612397944338,2024
23072377-EEMTI SAO JOSE DOS ARPOADORES,0.29917090042258671,2024
23072431-EEMTI PROFESSOR JOSE MARIA CAMPOS DE OLIVEIRA,0.36139112903225806,2024
23072571-EEMTI JOSE VALDO RIBEIRO RAMOS,0.31138906120760962,2024
23072741-JOVINIANO BARRETO COLEGIO MONSENHOR,0.43251273344651958,2024
23072750-EEEP JUAREZ TAVORA,0.40267637827168146,2024
23072792-EEEP JULIA GIFFONI,0.39002778530767146,2024
23072865-COLEGIO ESTADUAL JUSTINIANO DE SERPA,0.36634816938183612,2024
23072873-JUVENAL DE CARVALHO COLEGIO,0.422168004259519,2024
23072881-AGNUS COLEGIO,0.48009259259259268,2024
23073012-DARWIN COLEGIO,0.43290174207512916,2024
23073039-COLEGIO ESTADUAL LICEU DO CEARA - EEMTI,0.360794541916839,2024
23073136-EEMTI LIONS JANGADA,0.29619206848750518,2024
23073209-COLEGIO LOURENCO FILHO CENTRAL,0.51235223965581667,2024
23073233-LUCE COLEGIO,0.38361751152073736,2024
23073306-LUIZ BARBOSA MOREIRA PATRONATO PE,0.47462290919952216,2024
23073411-EEM LUIZA TAVORA - PROMORAR,0.30668630361167909,2024
23073420-EEFM DONA LUIZA TAVORA - PIO XII,0.3041171477079796,2024
23073527-EEFM PROFESSORA MARIA DA CONCEICAO PORFIRIO TELES,0.31206119544592031,2024
23073683-EEEP MARIA JOSE MEDEIROS,0.37018289170506913,2024
23073713-EEMTI PROFESSORA MARIA MARGARIDA DE CASTRO ALMEIDA,0.3369977362761743,2024
23073721-EEMTI DONA MARIA MENEZES DE SERPA,0.34487807219662059,2024
23073853-EEMTI INTEGRADA 2 DE MAIO,0.30325788443680735,2024
23073918-EEM DEPUTADO MANOEL RODRIGUES,0.30633720398791381,2024
23074060-EEM MARIANO MARTINS,0.33188695618219416,2024
23074159-EEEP MARWIN,0.35921389501431705,2024
23074248-MEDALHA MILAGROSA COLEGIO,0.47328934506353848,2024
23074264-MEDICI INSTITUTO EDUCACIONAL PRESIDENTE,0.39857750896057342,2024
23074701-CENTRO EDUCACIONAL MOEMA TAVORA,0.30265464058423441,2024
23075023-EEM GENERAL MURILO BORGES MOREIRA,0.29458999840766881,2024
23075147-EEFM NOEL HUGNEN DE OLIVEIRA PAIVA,0.27693150139386696,2024
23075430-EEM PROFESSOR OTAVIO TERCEIRO DE FARIAS,0.33584414861723982,2024
23075686-EEFM PATRONATO SAGRADA FAMILIA,0.34453208441221278,2024
23075775-EEFM PROFESSOR PAULO AYRTON DE ARAUJO,0.35320713859020314,2024
23075791-EEMTI DEPUTADO PAULO BENEVIDES,0.34451058931686879,2024
23075864-EEEP PAULO VI,0.39972826929443722,2024
23075961-ANTARES ATS COLEGIO,0.541571546732837,2024
23076046-CIENTISTA COLEGIO,0.45141129032258065,2024
23076194-EEMTI PERBOYRE E SILVA,0.33298974359939626,2024
23076208-PROVECTO COLEGIO,0.69612290480708416,2024
23076259-PERPETUO SOCORRO ESCOLA DE EDUC INF E ENS FUND NOSSA SENHORA DO,0.38624471966205837,2024
23076402-ANGELUS LTDA COLEGIO EIEF,0.37413449006190935,2024
23076658-ORGANIZACAO EDUCACIONAL QUEIROZ BELEM SS LTDA,0.3383736559139785,2024
23076690-DOM QUINTINO CENTRO DE ESTUDOS,0.44748995548618342,2024
23077042-ANTARES ATS COLEGIO,0.54699996579208432,2024
23077140-EEFM ARQUITETO ROGERIO FROES,0.30657171261342453,2024
23077174-EEEP PRESIDENTE ROOSEVELT,0.41492458942507088,2024
23077387-EEMTI SALES CAMPOS,0.35304779936023439,2024
23077409-SALOME BASTOS COLEGIO,0.35286370405000606,2024
23077484-SAO SEBASTIAO CENTRO EDUCACIONAL,0.35202652969790066,2024
23077549-7 DE SETEMBRO COLEGIO - NGS,0.54163815575105911,2024
23077603-COLEGIO PROFESSORA SILVIA HELENA NOGUEIRA,0.39295984033887266,2024
23077808-EEFM ALMIRANTE TAMANDARE,0.29764399039185568,2024
23077883-EEMTI PROFESSORA TECLA FERREIRA,0.32242760929229425,2024
23078081-TOMAS DE AQUINO COLEGIO,0.4180750579801813,2024
23078170-EEM DR UBIRAJARA INDIO DO CEARA,0.29509548722529982,2024
23078251-UNIVERSO COLEGIO,0.48545619294216774,2024
23078340-EEFM PARQUE PRESIDENTE VARGAS,0.33704618888712329,2024
23078529-EEMTI VISCONDE DO RIO BRANCO,0.36531531531531536,2024
23078561-EEMTI WALDEMAR FALCAO,0.27469415824532623,2024
23078669-EEMTI MARIA THOMASIA,0.31834052263065771,2024
23078685-EEM DRA ALDACI BARBOSA,0.30332229981284392,2024
23078707-EEMTI PADRE MARCELINO CHAMPAGNAT,0.30979886712749616,2024
23078758-EEMTI GOVERNADOR LUIZ GONZAGA DA FONSECA MOTA,0.30091267776621572,2024
23078774-EEEP COMENDADOR MIGUEL GURGEL,0.42148313747522509,2024
23078901-EEMTI JOSE TRISTAO FILHO,0.24834229390681,2024
23079495-EEMTI ADAHIL BARRETO CAVALCANTE,0.3002436223249102,2024
23079533-EEMTI ALBANIZA ROCHA SARASATE,0.29920164919484454,2024
23079649-EEMTI PROFESSOR ANTONIO MARTINS FILHO,0.30675779414021659,2024
23079843-CARLOS LOBO SC LTDA INSTITUTO PEDAGOGICO PROF,0.41465053763440857,2024
23079851-EEMTI CARNEIRO DE MENDONCA,0.32492843178327052,2024
23079959-EEMTI PROFESSOR CLODOALDO PINTO,0.31693426419218235,2024
23080132-EEMTI PROFESSOR EDMILSON PINHEIRO,0.29419889697037,2024
23080370-EEM PROFESSOR FLAVIO PONTE,0.29770382003656187,2024
23080710-EEM JOSE MILTON DE VASCONCELOS DIAS,0.30718314381842576,2024
23080841-EEEP GOVERNADOR LUIZ DE GONZAGA FONSECA MOTA,0.43217055517549224,2024
23081007-3 COLEGIO DA POLICIA MILITAR DO CEARA TENENTE MARIO LIMA,0.475284970619072,2024
23081430-RAIMUNDO NONATO VIEIRA COLEGIO,0.43490250042669404,2024
23081457-COLEGIO ATENEU INDUSTRIAL,0.36290962621607781,2024
23081830-EEMTI JOSE DE BORBA VASCONCELOS,0.30771214550713705,2024
23081945-EEMTI ANCHIETA,0.30636299184686278,2024
23081988-EEMTI ANTONIO MARQUES DE ABREU,0.25517676767676767,2024
23081996-EEEP SALABERGA TORQUATO GOMES DE MATOS,0.39962518514332629,2024
23082160-EEMTI EUNICE WEAVER,0.29341203445452324,2024
23082321-FUND EDUCACIONAL PROFª EDITH NUNES COSTA,0.34561011904761907,2024
23082585-COLEGIO SEBASTIAO DE ABREU,0.48232490291356866,2024
23083255-EEM LUIZ GIRAO,0.30392254042715788,2024
23083476-EEMTI CASIMIRO LEITE DE OLIVEIRA,0.27236396526506879,2024
23083549-EEM DEPUTADO FAUSTO AGUIAR ARRUDA,0.28481433853356608,2024
23083654-EEMTI DESEMBARGADOR RAIMUNDO CARVALHO LIMA,0.30786289838318387,2024
23083794-EEEP PROFESSORA LUIZA DE TEODORO VIEIRA,0.36924588731488145,2024
23083921-EEM RAIMUNDO NOGUEIRA,0.28756471341696765,2024
23084200-EEM PADRE CORIOLANO,0.30929606301776552,2024
23085193-EEMTI PRESIDENTE EURICO GASPAR DUTRA,0.29290736145574853,2024
23085347-EEMTI GOVERNADOR GONZAGA MOTA,0.29116286012837739,2024
23085550-EEMTI LIONS CLUB,0.36356451612903229,2024
23085568-EEMTI LOURENCO FILHO,0.31729987082809658,2024
23085592-EEEP MANOEL MANO,0.44945300771418917,2024
23085711-EEMTI REGINA PACIS,0.28844012402132541,2024
23085789-SONIA BURGOS DE MACEDO LTDA EEFM,0.42186511701454776,2024
23087196-EEMTI JERONIMO ALVES DE ARAUJO,0.29824753945542837,2024
23087323-EEFM PROFESSORA MARIA JULIA FIALHO,0.286064747168209,2024
23089164-EEMTI GOVERNADOR ADAUTO BEZERRA,0.28543728029363108,2024
23090235-EEMTI ALFREDO GOMES,0.27386587762136611,2024
23090545-EEMTI OLEGARIO ABREU MEMORIA,0.33184006104081992,2024
23090600-VALE DO CURTUME E E F M,0.50217613927291338,2024
23091240-EEMTI COELHO MASCARENHAS,0.28832190626053722,2024
23093935-EEM DONA LUIZA TIMBO,0.28557340274819609,2024
23095075-EEMTI JADER DE FIGUEIREDO CORREIA,0.30430555555555561,2024
23095881-EEMTI JACOB NOBRE DE OLIVEIRA BENEVIDES,0.33183177087177973,2024
23096209-EEEP VENCESLAU VIEIRA BATISTA,0.37875968117903608,2024
23097140-EEM DOM TERCEIRO,0.27712393593189966,2024
23098775-EEMTI EMANUEL,0.28954056695992175,2024
23099194-EEMTI CONEGO LUIZ BRAGA ROCHA,0.29315986252911647,2024
23099380-EEM ALFREDO MACHADO,0.30607952965126256,2024
23100133-EEM ABRAAO BAQUIT,0.27620531350370059,2024
